key,fname,mname,lname,generation,dob,dod,gender,addr1,city,country,postcode,phone,email,website,ssn,ssn_last4,drlic,passport,gov_id,employ,address,income,debtinc,creddebt,othdebt,pending,default
"REF00000099","Michelle","Cheryl","Rogers","","1949-09-15",1991-05-18,"F","2 North Crescent","UWNZ Falls","United States","UW 8454","0 6710","","",233402,3402,591184,141219,652253,5.000000,2.000000,19.000000,6.300000,0.681093,0.515907,"F","Repaid"
"REF00000100","William","Brandon","Mitchell","","1996-06-20",,"M","4 Aadrvark Road","ABWQ City","United States","AB 8864","0 2832","william_mitchell@www.qupqdvxx.net","www.qupqdvxx.net",846589,6589,565400,869173,630866,15.000000,0.000000,31.000000,9.300000,1.331946,1.551054,"F","Default"
"REF00000101","Shirley","Cheryl","Carter","","1953-09-10",1986-01-09,"F","82 Dane Close","HWAZ Rapids","United States","HW 2693","0 9849","","",181240,1240,301842,621080,998014,6.000000,12.000000,113.000000,2.600000,0.987168,1.950832,"F","Repaid"
"REF00000102","Kevin","Philip","Mitchell","","1963-10-14",2003-11-15,"M","67 Greeney Avenue","YAZC City","United States","YA 3644","0 3081","k.mitchell@www.blpqdyga.org","www.blpqdyga.org",660773,773,393130,444634,853622,7.000000,2.000000,26.000000,8.300000,0.030212,2.127788,"F","Repaid"
"REF00000103","Cynthia","Kathleen","Griffin","","1967-01-10",1997-05-04,"F","46 Park Road","KSAATown","United States","KS 3065","0 9569","","",886586,6586,259706,834197,245525,0.000000,19.000000,27.000000,5.800000,0.776736,0.789264,"F","Repaid"
"REF00000104","Annie","Jean","King","","1954-05-14",1981-01-13,"F","56 Humber Avenue","PWMSA City","United States","PW 7165","0 1399","","",610245,245,685002,666987,503101,6.000000,4.000000,121.000000,3.100000,1.365364,2.385636,"F","Repaid"
"REF00000105","Marilyn","Rachel","Martinez","","1952-11-26",,"F","64 Springburn Close","ABWQ City","United States","AB 2460","0 7763","m.martinez@www.ajyhkpuj.net","www.ajyhkpuj.net",777449,7449,527657,453367,364171,30.000000,14.000000,75.000000,23.600000,9.876600,7.823400,"F","Repaid"
"REF00000106","Philip","Phillip","Peterson","","1932-07-27",1977-08-14,"M","85 Greeney Court","HWAZ Rapids","United States","HW 9640","0 4240","","",438375,8375,678120,602944,375481,7.000000,15.000000,28.000000,3.600000,0.534240,0.473760,"F","Repaid"
"REF00000107","Maria","Debra","James","","1953-11-18",2001-09-16,"F","68 Adderly Way","UWNZ Falls","United States","UW 2062","0 6107","m.james@www.ttuxqasj.org","www.ttuxqasj.org",305165,5165,840542,987048,266085,13.000000,13.000000,50.000000,11.200000,2.016000,3.584000,"F","Default"
"REF00000108","Anna","Karen","Murphy","","1936-11-28",1981-06-10,"F","12 Ridge Court","PWMSA City","United States","PW 5404","0 6906","","",192662,2662,541307,953517,713170,0.000000,3.000000,26.000000,13.500000,1.295190,2.214810,"F","Repaid"
"REF00000109","Norma","Paula","Diaz","","1993-10-17",,"F","18 Greeney Close","QXYTown","United States","QX 2952","0 6054","norma_diaz@www.aflykxfv.org","www.aflykxfv.org",453678,3678,451581,102353,958225,5.000000,10.000000,60.000000,7.900000,1.720620,3.019380,"F","Repaid"
"REF00000110","Ernest","Jonathan","Hayes","","1996-07-05",,"M","59 Wallsend Court","ANEZ City","United States","AN 6134","0 4489","e.hayes@www.zlqyzqaa.org","www.zlqyzqaa.org",658643,8643,919028,733386,782389,10.000000,4.000000,45.000000,10.100000,1.118070,3.426930,"F","Repaid"
"REF00000111","Philip","Carl","Campbell","","1934-10-20",1979-05-23,"M","98 Aadrvark Close","ANEZ City","United States","AN 8144","0 1514","","",709730,9730,749463,242527,862074,16.000000,22.000000,39.000000,4.900000,0.458640,1.452360,"F","Repaid"
"REF00000112","Lawrence","Patrick","Rivera","","1968-07-28",,"M","36 Hastings Court","YAZC City","United States","YA 1007","0 6865","l.rivera@www.unyhkisi.net","www.unyhkisi.net",788291,8291,987488,970204,478540,5.000000,4.000000,41.000000,8.900000,0.266377,3.382623,"F","Repaid"
"REF00000113","Frank","Jesse","Perez","","1980-12-01",,"M","90 Barn Court","PWMSA City","United States","PW 9268","0 3928","f.perez@www.dsuxqrgv.org","www.dsuxqrgv.org",645470,5470,688156,861636,679239,3.000000,1.000000,24.000000,7.700000,0.833448,1.014552,"F","Repaid"
"REF00000114","Douglas","Roger","Perez","","1928-05-15",1971-10-17,"M","98 Astra Way","PZYVille","United States","PZ 4479","0 3693","","",954785,4785,290914,590381,376368,3.000000,5.000000,51.000000,21.400000,2.411994,8.502006,"F","Repaid"
"REF00000115","Samuel","David","Smith","","1952-12-13",,"M","55 Cork Lane","UWNZ Falls","United States","UW 8810","0 5619","s.smith@www.mhopjdyg.org","www.mhopjdyg.org",240913,913,128039,708092,712315,27.000000,8.000000,64.000000,8.600000,1.865856,3.638144,"F","Repaid"
"REF00000116","Louis","Lawrence","Lewis","","1950-02-27",1998-01-22,"M","57 Ridge Avenue","PZYVille","United States","PZ 7981","0 8675","","",360402,402,360304,885481,812952,3.000000,5.000000,33.000000,5.200000,0.552552,1.163448,"F","Repaid"
"REF00000117","Richard","Craig","Sanders","","1939-12-27",1983-10-16,"M","35 East Court","YAZC City","United States","YA 8993","0 8112","","",338608,8608,272966,380854,404432,1.000000,1.000000,65.000000,6.200000,2.107690,1.922310,"F","Repaid"
"REF00000118","Rebecca","Marilyn","Richardson","","1990-09-19",,"F","11 Acacia Drive","HWAZ Rapids","United States","HW 9215","0 1102","r.richardson@www.lfkzztvo.net","www.lfkzztvo.net",735823,5823,161411,839754,681521,7.000000,0.000000,73.000000,3.400000,1.032512,1.449488,"F","Repaid"
"REF00000119","Kathryn","Tina","Lee","","1933-08-16",1980-03-18,"F","42 Adderly Crescent","PZYVille","United States","PZ 7442","0 2635","","",421741,1741,812157,197844,128298,14.000000,21.000000,27.000000,12.800000,1.088640,2.367360,"F","Default"
"REF00000120","Jack","Steven","Clark","","1988-08-19",,"M","26 Antelope Close","QXYTown","United States","QX 7997","0 8058","j.clark@www.iouxqooa.com","www.iouxqooa.com",542073,2073,736887,467248,121928,11.000000,1.000000,20.000000,6.700000,0.471680,0.868320,"F","Default"
"REF00000121","Melissa","Linda","Coleman","","1987-01-03",,"F","1 Astra Road","ABWQ City","United States","AB 1433","0 2978","melissa_coleman@www.avlykexl.org","www.avlykexl.org",608013,8013,546533,386379,594549,7.000000,12.000000,37.000000,9.500000,1.342730,2.172270,"F","Repaid"
"REF00000122","Eric","Peter","Robinson","","1971-06-07",2011-09-21,"M","66 Viking Lane","PWMSA City","United States","PW 2714","0 3109","eric_robinson@www.kxsiabbn.net","www.kxsiabbn.net",753524,3524,522054,644668,350828,0.000000,0.000000,19.000000,8.400000,0.279300,1.316700,"F","Default"
"REF00000123","Peter","Ernest","Washington","","1965-09-21",2007-03-02,"M","52 Yockley Crescent","QXYTown","United States","QX 6021","0 1751","peter_washington@www.zfsiahzj.net","www.zfsiahzj.net",870604,604,197439,171970,379691,5.000000,5.000000,27.000000,35.300000,1.982448,7.548552,"F","Default"
"REF00000124","Kathy","Gloria","Patterson","","1931-12-27",1977-06-08,"F","74 Astra Avenue","ABWQ City","United States","AB 3561","0 8291","","",351027,1027,964572,224768,553315,10.000000,1.000000,22.000000,12.700000,1.092454,1.701546,"F","Default"
"REF00000125","Jason","Thomas","Cook","","1944-04-11",1993-07-16,"M","41 Zebra Crescent","KSAATown","United States","KS 4120","0 3045","","",274647,4647,715273,309129,144679,1.000000,8.000000,22.000000,2.800000,0.140448,0.475552,"F","Repaid"
"REF00000126","Roy","Eugene","Hernandez","","1986-02-13",,"M","86 Hillcrest Drive","HWAZ Rapids","United States","HW 2712","0 5548","roy_hernandez@www.hjyhkeqh.org","www.hjyhkeqh.org",269648,9648,380593,531447,209195,6.000000,9.000000,43.000000,4.400000,0.694364,1.197636,"F","Repaid"
"REF00000127","Martha","Jennifer","Clark","","1976-07-21",,"F","47 Loop Lane","PZYVille","United States","PZ 6578","0 6433","m.clark@www.ybyhkjeq.net","www.ybyhkjeq.net",553573,3573,210561,641179,354535,9.000000,20.000000,68.000000,13.000000,1.016600,7.823400,"F","Default"
"REF00000128","Jeremy","William","Gonzales","","1982-06-23",,"M","3 Hadden Road","PWMSA City","United States","PW 4999","0 1776","j.gonzales@www.aylykpvh.com","www.aylykpvh.com",301972,1972,286514,904091,987064,1.000000,0.000000,36.000000,1.400000,0.127008,0.376992,"F","Repaid"
"REF00000129","Andrea","Janet","Murphy","","1983-09-03",,"F","49 Abbey Lane","ABWQ City","United States","AB 3049","0 5676","a.murphy@www.yyoazpudg.net","www.yyoazpudg.net",873161,3161,524666,187966,876007,0.000000,17.000000,25.000000,9.000000,0.366750,1.883250,"F","Repaid"
"REF00000130","Gerald","Philip","Ward","","1985-03-02",,"M","1 South Lane","QXYTown","United States","QX 9011","0 4309","g.ward@www.thkzzmug.net","www.thkzzmug.net",656084,6084,237723,903975,507309,6.000000,19.000000,68.000000,5.800000,1.506608,2.437392,"F","Repaid"
"REF00000131","Stephen","Eugene","Wilson","","1994-12-20",,"M","41 Alpha Lane","QXYTown","United States","QX 5835","0 2699","stephen_wilson@www.bglykmxs.org","www.bglykmxs.org",746033,6033,457524,605566,703268,6.000000,13.000000,27.000000,2.900000,0.311634,0.471366,"F","Repaid"
"REF00000856","Carol","Louise","Morris","","1988-06-24",,"F","87 Chad Court","UWNZ Falls","United States","UW 4006","0 2122","c.morris@www.xxqqxxzlu.com","www.xxqqxxzlu.com",872095,2095,681647,519278,363229,6.000000,9.000000,18.000000,12.900000,0.984528,1.337472,"F","Repaid"
"REF00000133","George","Harold","Murphy","","1957-07-17",2002-07-08,"M","89 Springburn Lane","KSAATown","United States","KS 3163","0 2986","george_murphy@www.faoazptih.net","www.faoazptih.net",961551,1551,136590,780381,523941,2.000000,6.000000,35.000000,17.400000,0.548100,5.541900,"F","Repaid"
"REF00000134","Steve","Carlos","Jones","","1961-10-21",2004-07-16,"M","10 Wallsend Road","KSAATown","United States","KS 5875","0 5662","steve_jones@www.lepqdlow.org","www.lepqdlow.org",143565,3565,387284,155663,900715,8.000000,0.000000,60.000000,13.700000,2.449560,5.770440,"F","Repaid"
"REF00000135","Fred","Harry","White","","1987-12-24",,"M","13 Wallsend Close","UWNZ Falls","United States","UW 1870","0 5051","fred_white@www.yiuxqgxa.com","www.yiuxqgxa.com",738314,8314,115521,544610,177133,10.000000,16.000000,21.000000,6.300000,0.519939,0.803061,"F","Repaid"
"REF00000136","Jerry","Peter","Brown","","1990-01-06",,"M","53 Aadrvark Close","LLKJVille","United States","LL 5347","0 8745","j.brown@www.tjlyknse.org","www.tjlyknse.org",691471,1471,656979,350008,827625,24.000000,15.000000,57.000000,2.200000,0.452694,0.801306,"F","Repaid"
"REF00000137","Judith","Kimberly","Cox","III","1951-01-11",1995-08-20,"F","44 East Pine Drive","HWAZ Rapids","United States","HW 4568","0 7587","","",709427,9427,260677,572452,995037,5.000000,12.000000,23.000000,12.400000,0.285200,2.566800,"F","Repaid"
"REF00000138","Debra","Helen","Hughes","","1974-10-27",1997-02-15,"F","88 Bramble Road","PZYVille","United States","PZ 7341","0 8386","","",132850,2850,234533,153049,116225,18.000000,2.000000,28.000000,5.900000,0.964768,0.687232,"F","Repaid"
"REF00000139","Sean","Joe","Hayes","","1948-07-25",,"M","7 Hadden Way","ANEZ City","United States","AN 4604","0 5997","s.hayes@www.pwoazpcnb.com","www.pwoazpcnb.com",916796,6796,769043,993152,967355,6.000000,10.000000,24.000000,6.700000,0.469536,1.138464,"F","Repaid"
"REF00000140","Matthew","Gary","Bailey","","1982-10-27",,"M","29 Adderly Court","ABWQ City","United States","AB 7791","0 4465","m.bailey@www.gikzzbvc.org","www.gikzzbvc.org",252168,2168,493681,723182,484557,12.000000,6.000000,37.000000,6.600000,1.159950,1.282050,"F","Default"
"REF00000141","Emily","Martha","James","","1924-07-19",1966-02-01,"F","18 Antelope Road","UWNZ Falls","United States","UW 7198","0 5150","","",263966,3966,844611,176181,237697,20.000000,17.000000,16.000000,16.000000,1.008640,1.551360,"F","Default"
"REF00000142","Stephanie","Janice","Bell","","1994-03-15",,"F","61 Park Court","ANEZ City","United States","AN 9381","0 8855","s.bell@www.pkqqxxuzu.com","www.pkqqxxuzu.com",458473,8473,822581,110238,798432,8.000000,4.000000,45.000000,17.800000,2.851560,5.158440,"F","Default"
"REF00000143","Joshua","Larry","Moore","","1927-10-28",1970-10-23,"M","85 Yockley Court","ABWQ City","United States","AB 9305","0 6615","","",811385,1385,370761,948618,115745,9.000000,8.000000,135.000000,4.400000,1.277100,4.662900,"F","Repaid"
"REF00000144","Frances","Catherine","Edwards","","1986-05-04",,"F","70 East Pine Road","LLKJVille","United States","LL 5875","0 9926","f.edwards@www.zxsiaelh.org","www.zxsiaelh.org",988297,8297,319675,388786,982450,2.000000,13.000000,25.000000,9.100000,0.141050,2.133950,"F","Repaid"
"REF00000145","John","Justin","Morris","","1962-01-02",,"M","7 Wallsend Way","KSAATown","United States","KS 6969","0 2839","j.morris@www.uzoazpknu.com","www.uzoazpknu.com",673673,3673,793548,323619,574035,1.000000,8.000000,68.000000,5.400000,0.447984,3.224016,"F","Repaid"
"REF00000146","Cheryl","Virginia","Phillips","","1927-11-17",,"F","63 Treehill Road","LLKJVille","United States","LL 3883","0 6949","c.phillips@www.gkoazpfiw.org","www.gkoazpfiw.org",313192,3192,615340,283212,306317,17.000000,3.000000,41.000000,3.400000,0.355470,1.038530,"F","Repaid"
"REF00000147","Ralph","Eric","Hall","","1970-03-20",2010-11-26,"M","95 South Drive","KSAATown","United States","KS 5994","0 2548","r.hall@www.xqsiandn.net","www.xqsiandn.net",519840,9840,743321,654751,356673,3.000000,11.000000,26.000000,12.400000,0.377208,2.846792,"F","Repaid"
"REF00000148","Ronald","Wayne","Walker","","1963-01-26",,"M","97 North Crescent","ANEZ City","United States","AN 2307","0 8429","ronald_walker@www.kruxqfwq.org","www.kruxqfwq.org",560204,204,606326,114852,396069,9.000000,7.000000,25.000000,10.000000,1.770000,0.730000,"F","Repaid"
"REF00000149","Matthew","Johnny","Thompson","","1995-02-01",,"M","66 Apple Court","QXYTown","United States","QX 2681","0 5946","m.thompson@www.tjyhksay.org","www.tjyhksay.org",254602,4602,576093,698325,516816,4.000000,15.000000,33.000000,8.400000,0.681912,2.090088,"F","Repaid"
"REF00000150","Melissa","Louise","Mitchell","","1943-07-28",1990-04-09,"F","30 Springburn Drive","ANEZ City","United States","AN 7850","0 3019","","",667966,7966,665626,571107,963875,12.000000,8.000000,44.000000,8.000000,1.721280,1.798720,"F","Repaid"
"REF00000151","Evelyn","Paula","Flores","","1963-01-07",2004-08-10,"F","39 Dumble Crescent","ANEZ City","United States","AN 5996","0 1901","e.flores@www.rfoazprex.net","www.rfoazprex.net",984896,4896,137314,240729,166165,6.000000,14.000000,51.000000,18.100000,1.550808,7.680192,"F","Repaid"
"REF00000152","Matthew","Eugene","Martinez","","1949-07-28",1998-07-26,"M","23 Chad Avenue","ABWQ City","United States","AB 5234","0 7424","","",118731,8731,864844,244315,193888,9.000000,8.000000,76.000000,6.100000,2.151104,2.484896,"F","Default"
"REF00000153","Roy","Matthew","Ramirez","","1960-12-05",2006-08-11,"M","66 Banburgh Court","UWNZ Falls","United States","UW 3736","0 9759","r.ramirez@www.cmyhkllo.net","www.cmyhkllo.net",274774,4774,978623,900438,249819,9.000000,9.000000,23.000000,16.300000,1.327146,2.421854,"F","Repaid"
"REF00000154","Dennis","Randy","Butler","","1991-04-28",,"M","39 Ridge Avenue","PWMSA City","United States","PW 7452","0 2365","d.butler@www.aslykbgf.net","www.aslykbgf.net",322237,2237,868610,225854,397309,2.000000,4.000000,30.000000,7.200000,0.613440,1.546560,"F","Repaid"
"REF00000155","Nancy","Michelle","Allen","","1958-12-22",2000-03-14,"F","28 Yockley Crescent","PWMSA City","United States","PW 3324","0 5336","","",784421,4421,398413,784030,533045,13.000000,2.000000,33.000000,13.200000,1.633500,2.722500,"F","Repaid"
"REF00000156","Karen","Irene","Rodriguez","","1965-03-17",,"F","77 Hadden Court","YAZC City","United States","YA 3868","0 1409","k.rodriguez@www.uesianrc.com","www.uesianrc.com",431342,1342,757580,884208,974097,22.000000,1.000000,39.000000,19.200000,2.800512,4.687488,"F","Repaid"
"REF00000157","Judy","Robin","Sanchez","","1970-04-01",,"F","6 Humber Court","QXYTown","United States","QX 1032","0 9407","j.sanchez@www.csyhkpai.net","www.csyhkpai.net",581230,1230,499975,402029,144384,25.000000,7.000000,32.000000,11.300000,2.104512,1.511488,"F","Repaid"
"REF00000158","Earl","Larry","Powell","","1977-04-15",,"M","58 South Way","ABWQ City","United States","AB 3804","0 6919","earl_powell@www.qbqyzdwr.net","www.qbqyzdwr.net",481368,1368,220560,246085,663537,2.000000,22.000000,28.000000,14.800000,1.558144,2.585856,"F","Default"
"REF00000159","Joan","Kimberly","Coleman","","1990-11-21",,"F","7 West Avenue","PZYVille","United States","PZ 1353","0 7252","j.coleman@www.uhqqxxkmx.com","www.uhqqxxkmx.com",111558,1558,512035,434053,537403,13.000000,13.000000,29.000000,13.800000,1.348674,2.653326,"F","Default"
"REF00000160","Lisa","Rebecca","Moore","","1993-05-09",,"F","49 Apple Close","UWNZ Falls","United States","UW 6869","0 1770","lisa_moore@www.ppoazpcbu.com","www.ppoazpcbu.com",852849,2849,831215,819708,371136,0.000000,4.000000,26.000000,4.500000,0.310050,0.859950,"F","Repaid"
"REF00000161","Cheryl","Kathryn","Stewart","","1948-10-11",,"F","79 Park Close","KSAATown","United States","KS 3039","0 2293","c.stewart@www.dekzzxlr.com","www.dekzzxlr.com",934792,4792,631080,491851,980859,15.000000,8.000000,26.000000,8.900000,1.420796,0.893204,"F","Repaid"
"REF00000162","Pamela","Sara","Lee","","1965-08-23",,"F","95 Hadden Lane","PZYVille","United States","PZ 6061","0 4900","pamela_lee@www.leoazpavw.net","www.leoazpavw.net",365434,5434,689124,631034,998996,13.000000,15.000000,44.000000,8.700000,0.773256,3.054744,"F","Repaid"
"REF00000163","Douglas","Phillip","Barnes","","1946-03-20",1993-05-22,"M","58 Dumble Court","UWNZ Falls","United States","UW 1805","0 4732","","",857407,7407,240267,647625,671330,9.000000,9.000000,26.000000,6.800000,0.282880,1.485120,"F","Default"
"REF00000164","Susan","Betty","Brooks","","1943-05-16",1981-06-04,"F","81 Cork Avenue","UWNZ Falls","United States","UW 9435","0 7230","","",248668,8668,240402,920556,496071,4.000000,9.000000,26.000000,4.100000,0.326196,0.739804,"F","Repaid"
"REF00000165","Andrea","Marilyn","Lee","","1972-07-04",,"F","11 Carthouse Avenue","YAZC City","United States","YA 5707","0 2266","andrea_lee@www.pxopjirg.com","www.pxopjirg.com",787973,7973,370600,519841,255375,11.000000,12.000000,24.000000,12.500000,0.591000,2.409000,"F","Default"
"REF00000166","Christopher","Clarence","Miller","","1992-08-27",,"M","60 East Pine Road","ANEZ City","United States","AN 2522","0 8678","c.miller@www.lllykjuw.com","www.lllykjuw.com",206739,6739,737819,423552,167638,8.000000,6.000000,102.000000,18.900000,6.226794,13.051206,"F","Default"
